Timepoint	Time [s]	Object ID	X	Y	Tracked Nuclei - Age [s]	Tracked Nuclei - Current Displacement X [µm]	Tracked Nuclei - Current Displacement Y [µm]	Tracked Nuclei - Track Point X	Tracked Nuclei - Track Point Y	Tracked Nuclei - Current Step Size [µm]	Tracked Nuclei - Current Speed [µm/s]	Tracks: Tracked Nuclei - Start Type	Tracks: Tracked Nuclei - End Type	Tracks: Tracked Nuclei - Parent ID	Tracks: Tracked Nuclei - Root ID	Tracks: Tracked Nuclei - Accumulated Distance [µm]	Tracks: Tracked Nuclei - Displacement [µm]
19	38	276	626	478	38.03	-1.49	-1.986	626	486	0.2483	0.1242	Begin	End	276	276	21.55	2.483
20	40	276	625	478	40.03	-1.49	-1.986	626	486	0.2483	0.1242	Begin	End	276	276	21.55	2.483
21	42	276	626	479	42.03	-1.49	-1.49	626	487	0.2483	0.1242	Begin	End	276	276	21.55	2.483
22	44	276	626	479	44.03	-1.49	-1.49	626	487	0	0	Begin	End	276	276	21.55	2.483
23	46	276	625	479	46.05	-1.49	-1.49	626	487	0.3512	0.1763	Begin	End	276	276	21.55	2.483
24	48	276	625	480	48.01	-1.986	-0.9932	625	488	0.5995	0.301	Begin	End	276	276	21.55	2.483
25	50	276	624	493	50.03	-1.986	-1.49	625	487	1.819	0.9057	Begin	End	276	276	21.55	2.483
26	52	276	626	480	52.03	-0.9932	-4.47	627	481	2.975	1.481	Begin	End	276	276	21.55	2.483
27	54	276	628	482	54.05	0.9932	-2.483	631	485	1.405	0.7023	Begin	End	276	276	21.55	2.483
28	56	276	629	483	56.03	0.9932	-2.483	631	485	0.2483	0.1252	Begin	End	276	276	21.55	2.483
29	58	276	628	483	58.01	0.4966	-2.483	630	485	0.5995	0.2985	Begin	End	276	276	21.55	2.483
30	60	276	625	477	60.05	0	-1.986	629	486	0.5995	0.2973	Begin	End	276	276	21.55	2.483
31	62	276	625	477	62.05	0	-2.483	629	485	0.4966	0.2483	Begin	End	276	276	21.55	2.483
0	0	277	1106	489	0	0	0	1112	492	1.11	0.547	Begin	End	277	277	19.32	3.141
1	2	277	1106	486	2.03	0.4966	-0.9932	1113	490	0.9064	0.4479	Begin	End	277	277	19.32	3.141
2	4	277	1102	481	4.047	0	-1.49	1112	489	0.7023	0.3497	Begin	End	277	277	19.32	3.141
3	6	277	1102	480	6.047	-0.4966	-1.986	1111	488	0.9064	0.4551	Begin	End	277	277	19.32	3.141
4	8	277	1110	488	8.03	-1.49	-2.483	1109	487	0.9064	0.4551	Begin	End	277	277	19.32	3.141
5	10	277	1100	481	10.03	-1.986	-2.98	1108	486	0.7023	0.3497	Begin	End	277	277	19.32	3.141
6	12	277	1101	483	12.05	-2.483	-2.483	1107	487	0.7023	0.3497	Begin	End	277	277	19.32	3.141
7	14	277	1101	484	14.05	-1.986	-1.986	1108	488	0.3512	0.1763	Begin	End	277	277	19.32	3.141
8	16	277	1104	486	16.03	-1.986	-1.986	1108	488	0.3512	0.1756	Begin	End	277	277	19.32	3.141
9	18	277	1105	485	18.05	-1.49	-2.483	1109	487	0.9064	0.455	Begin	End	277	277	19.32	3.141
10	20	277	1104	483	20.01	-2.483	-2.98	1107	486	0.5552	0.2764	Begin	End	277	277	19.32	3.141
11	22	277	1106	484	22.06	-2.483	-2.98	1107	486	0.3512	0.1756	Begin	End	277	277	19.32	3.141
12	24	277	1111	490	24.01	-1.986	-2.483	1108	487	0.9064	0.4532	Begin	End	277	277	19.32	3.141
13	26	277	1103	483	26.06	-2.98	-2.98	1106	486	0.8035	0.4002	Begin	End	277	277	19.32	3.141
14	28	277	1105	485	28.03	-2.98	-2.483	1106	487	0.5995	0.3023	Begin	End	277	277	19.32	3.141
15	30	277	1105	485	30.03	-3.476	-2.98	1105	486	0.5995	0.2985	Begin	End	277	277	19.32	3.141
16	32	277	1102	483	32.05	-3.476	-2.483	1105	487	0.4966	0.2473	Begin	End	277	277	19.32	3.141
17	34	277	1105	485	34.05	-2.98	-2.483	1106	487	0.4966	0.2494	Begin	End	277	277	19.32	3.141
18	36	277	1104	484	36.03	-2.98	-2.98	1106	486	0.4966	0.2494	Begin	End	277	277	19.32	3.141
19	38	277	1103	482	38.03	-2.98	-3.476	1106	485	0.2483	0.1242	Begin	End	277	277	19.32	3.141
20	40	277	1103	481	40.03	-2.98	-3.476	1106	485	0.2483	0.1242	Begin	End	277	277	19.32	3.141
21	42	277	1105	482	42.03	-2.98	-3.973	1106	484	0.4966	0.2483	Begin	End	277	277	19.32	3.141
22	44	277	1105	482	44.03	-2.483	-3.973	1107	484	0.4966	0.2473	Begin	End	277	277	19.32	3.141
23	46	277	1103	482	46.05	-2.483	-3.476	1107	485	0.4966	0.2493	Begin	End	277	277	19.32	3.141
24	48	277	1107	486	48.01	-2.98	-3.476	1106	485	0.4966	0.2494	Begin	End	277	277	19.32	3.141
25	50	277	1107	486	50.03	-2.98	-2.98	1106	486	0.8035	0.4002	Begin	End	277	277	19.32	3.141
26	52	277	1106	483	52.03	-1.986	-2.483	1108	487	0.8035	0.4001	Begin	End	277	277	19.32	3.141
27	54	277	1106	483	54.05	-1.986	-2.98	1108	486	0.7449	0.3725	Begin	End	277	277	19.32	3.141
28	56	277	1107	482	56.03	-0.9932	-2.98	1110	486	0.7449	0.3756	Begin	End	277	277	19.32	3.141
29	58	277	1107	482	58.01	-1.49	-2.98	1109	486	0.4966	0.2473	Begin	End	277	277	19.32	3.141
30	60	277	1107	481	60.05	-1.49	-3.476	1109	485	0.5995	0.2973	Begin	End	277	277	19.32	3.141
31	62	277	1107	481	62.05	-0.9932	-2.98	1110	486	0.7023	0.3512	Begin	End	277	277	19.32	3.141
0	0	278	990	481	0	0	0	988	488	0.4966	0.2446	Begin	End	278	278	13.39	1.57
1	2	278	990	480	2.03	0	-0.4966	988	487	0.4966	0.2454	Begin	End	278	278	13.39	1.57
2	4	278	986	489	4.047	-0.4966	-0.4966	987	487	0.2483	0.1236	Begin	End	278	278	13.39	1.57
3	6	278	988	481	6.047	-0.4966	-0.4966	987	487	0	0	Begin	End	278	278	13.39	1.57
4	8	278	989	480	8.03	-0.4966	-0.4966	987	487	0	0	Begin	End	278	278	13.39	1.57
5	10	278	987	491	10.03	-0.4966	-0.4966	987	487	0.3512	0.1748	Begin	End	278	278	13.39	1.57
6	12	278	986	491	12.05	-0.9932	0	986	488	0.5995	0.2985	Begin	End	278	278	13.39	1.57
7	14	278	985	485	14.05	-0.4966	0	987	488	0.5995	0.301	Begin	End	278	278	13.39	1.57
8	16	278	984	487	16.03	-0.9932	-0.4966	986	487	0.3512	0.1756	Begin	End	278	278	13.39	1.57
9	18	278	985	483	18.05	-0.9932	-0.4966	986	487	0.2483	0.1247	Begin	End	278	278	13.39	1.57
10	20	278	985	485	20.01	-0.4966	-0.4966	987	487	0.4966	0.2473	Begin	End	278	278	13.39	1.57
11	22	278	986	490	22.06	-0.9932	-0.4966	986	487	0.2483	0.1242	Begin	End	278	278	13.39	1.57
12	24	278	985	489	24.01	-0.9932	-0.4966	986	487	0.3512	0.1756	Begin	End	278	278	13.39	1.57
13	26	278	986	489	26.06	-0.4966	-0.9932	987	486	0.7023	0.3498	Begin	End	278	278	13.39	1.57
14	28	278	984	488	28.03	-0.9932	-0.4966	986	487	0.3512	0.1771	Begin	End	278	278	13.39	1.57
15	30	278	984	485	30.03	-0.9932	-0.4966	986	487	0.3512	0.1748	Begin	End	278	278	13.39	1.57
16	32	278	989	479	32.05	-0.4966	-0.9932	987	486	0.3512	0.1748	Begin	End	278	278	13.39	1.57
17	34	278	985	485	34.05	-0.4966	-0.9932	987	486	0.3512	0.1763	Begin	End	278	278	13.39	1.57
18	36	278	989	479	36.03	0	-1.49	988	485	0.9064	0.4551	Begin	End	278	278	13.39	1.57
19	38	278	986	490	38.03	-0.9932	-0.9932	986	486	0.8035	0.4018	Begin	End	278	278	13.39	1.57
20	40	278	987	490	40.03	-0.4966	-0.9932	987	486	0.2483	0.1242	Begin	End	278	278	13.39	1.57
21	42	278	987	490	42.03	-0.4966	-0.9932	987	486	0.2483	0.1242	Begin	End	278	278	13.39	1.57
22	44	278	988	479	44.03	-0.9932	-0.9932	986	486	0.4966	0.2473	Begin	End	278	278	13.39	1.57
23	46	278	988	479	46.05	-0.4966	-0.9932	987	486	0.4966	0.2493	Begin	End	278	278	13.39	1.57
24	48	278	987	481	48.01	-0.4966	-1.49	987	485	0.4966	0.2494	Begin	End	278	278	13.39	1.57
25	50	278	988	479	50.03	-0.4966	-0.9932	987	486	0.4966	0.2473	Begin	End	278	278	13.39	1.57
26	52	278	988	482	52.03	0	-0.9932	988	486	0.4966	0.2473	Begin	End	278	278	13.39	1.57
27	54	278	987	489	54.05	0	-1.49	988	485	0.4966	0.2483	Begin	End	278	278	13.39	1.57
28	56	278	989	479	56.03	-0.4966	-1.49	987	485	0.8035	0.4051	Begin	End	278	278	13.39	1.57
29	58	278	985	488	58.01	-0.9932	-0.4966	986	487	0.5552	0.2764	Begin	End	278	278	13.39	1.57
30	60	278	985	489	60.05	-0.9932	-0.4966	986	487	0.2483	0.1231	Begin	End	278	278	13.39	1.57
31	62	278	985	490	62.05	-1.49	-0.4966	985	487	0.4966	0.2483	Begin	End	278	278	13.39	1.57
0	0	279	581	487	0	0	0	583	488	0.7023	0.346	Begin	End	279	279	12.45	1.405
1	2	279	582	487	2.03	0.4966	-0.4966	584	487	0.7023	0.3471	Begin	End	279	279	12.45	1.405
2	4	279	580	483	4.047	0	-0.9932	583	486	0.3512	0.1748	Begin	End	279	279	12.45	1.405
3	6	279	580	484	6.047	0	-0.9932	583	486	0.2483	0.1247	Begin	End	279	279	12.45	1.405
4	8	279	580	485	8.03	-0.4966	-0.9932	582	486	0.2483	0.1247	Begin	End	279	279	12.45	1.405
5	10	279	581	487	10.03	-0.4966	-0.9932	582	486	0.2483	0.1236	Begin	End	279	279	12.45	1.405
6	12	279	579	486	12.05	-0.4966	-0.4966	582	487	0.4966	0.2473	Begin	End	279	279	12.45	1.405
7	14	279	582	488	14.05	-0.9932	-0.4966	581	487	0.2483	0.1247	Begin	End	279	279	12.45	1.405
8	16	279	580	487	16.03	-0.9932	-0.4966	581	487	0	0	Begin	End	279	279	12.45	1.405
9	18	279	577	486	18.05	-0.9932	-0.4966	581	487	0.2483	0.1247	Begin	End	279	279	12.45	1.405
10	20	279	578	487	20.01	-1.49	-0.4966	580	487	0.5995	0.2985	Begin	End	279	279	12.45	1.405
11	22	279	577	487	22.06	-0.9932	0	581	488	0.5995	0.2997	Begin	End	279	279	12.45	1.405
12	24	279	575	487	24.01	-0.9932	0.4966	581	489	0.2483	0.1242	Begin	End	279	279	12.45	1.405
13	26	279	574	488	26.06	-0.9932	0.4966	581	489	0	0	Begin	End	279	279	12.45	1.405
14	28	279	574	487	28.03	-0.9932	0.4966	581	489	0.2483	0.1252	Begin	End	279	279	12.45	1.405
15	30	279	574	485	30.03	-0.9932	0	581	488	0.7449	0.3709	Begin	End	279	279	12.45	1.405
16	32	279	578	485	32.05	-0.9932	-0.9932	581	486	0.7449	0.3709	Begin	End	279	279	12.45	1.405
17	34	279	575	484	34.05	-0.9932	-0.4966	581	487	0.4966	0.2494	Begin	End	279	279	12.45	1.405
18	36	279	575	485	36.03	-0.9932	0	581	488	0.2483	0.1247	Begin	End	279	279	12.45	1.405
19	38	279	578	487	38.03	-0.9932	0	581	488	0	0	Begin	End	279	279	12.45	1.405
20	40	279	579	488	40.03	-0.9932	0	581	488	0.3512	0.1756	Begin	End	279	279	12.45	1.405
21	42	279	575	486	42.03	-0.4966	0.4966	582	489	0.3512	0.1756	Begin	End	279	279	12.45	1.405
22	44	279	580	489	44.03	-0.4966	0.4966	582	489	0.4966	0.2473	Begin	End	279	279	12.45	1.405
23	46	279	578	486	46.05	-0.4966	-0.4966	582	487	0.7449	0.374	Begin	End	279	279	12.45	1.405
24	48	279	578	487	48.01	-0.9932	-0.4966	581	487	0.4966	0.2494	Begin	End	279	279	12.45	1.405
25	50	279	579	488	50.03	-0.9932	0	581	488	0.5995	0.2985	Begin	End	279	279	12.45	1.405
26	52	279	574	484	52.03	-1.49	-0.4966	580	487	0.5995	0.2985	Begin	End	279	279	12.45	1.405
27	54	279	575	485	54.05	-0.9932	-0.4966	581	487	0.4966	0.2483	Begin	End	279	279	12.45	1.405
28	56	279	574	486	56.03	-0.9932	0	581	488	0.2483	0.1252	Begin	End	279	279	12.45	1.405
29	58	279	580	488	58.01	-0.9932	0	581	488	0.2483	0.1236	Begin	End	279	279	12.45	1.405
30	60	279	578	486	60.05	-0.9932	-0.4966	581	487	0.4966	0.2463	Begin	End	279	279	12.45	1.405
31	62	279	579	486	62.05	-0.9932	-0.9932	581	486	0.4966	0.2483	Begin	End	279	279	12.45	1.405
0	0	280	601	486	0	0	0	601	491	0.7023	0.346	Begin	End	280	280	15.38	3.331
1	2	280	599	484	2.03	-0.4966	-0.4966	600	490	0.5995	0.2963	Begin	End	280	280	15.38	3.331
2	4	280	600	487	4.047	0	-0.4966	601	490	0.7449	0.3709	Begin	End	280	280	15.38	3.331
3	6	280	601	486	6.047	0.9932	-0.4966	603	490	0.7449	0.374	Begin	End	280	280	15.38	3.331
4	8	280	601	486	8.03	0.4966	-0.4966	602	490	0.2483	0.1247	Begin	End	280	280	15.38	3.331
5	10	280	601	484	10.03	0.4966	-0.4966	602	490	0.2483	0.1236	Begin	End	280	280	15.38	3.331
6	12	280	600	487	12.05	0	-0.4966	601	490	0.4966	0.2473	Begin	End	280	280	15.38	3.331
7	14	280	600	486	14.05	0	-0.9932	601	489	0.4966	0.2494	Begin	End	280	280	15.38	3.331
8	16	280	598	483	16.03	-0.4966	-0.9932	600	489	0.4966	0.2483	Begin	End	280	280	15.38	3.331
9	18	280	599	485	18.05	-0.4966	-1.49	600	488	0.2483	0.1247	Begin	End	280	280	15.38	3.331
10	20	280	599	485	20.01	-0.4966	-1.49	600	488	0	0	Begin	End	280	280	15.38	3.331
11	22	280	599	486	22.06	-0.4966	-1.49	600	488	0.3512	0.1756	Begin	End	280	280	15.38	3.331
12	24	280	598	486	24.01	-0.9932	-0.9932	599	489	0.7023	0.3512	Begin	End	280	280	15.38	3.331
13	26	280	598	486	26.06	-0.4966	-0.4966	600	490	0.8478	0.4222	Begin	End	280	280	15.38	3.331
14	28	280	598	484	28.03	-0.4966	-1.49	600	488	0.7449	0.3757	Begin	End	280	280	15.38	3.331
15	30	280	599	483	30.03	0	-1.49	601	488	0.5995	0.2985	Begin	End	280	280	15.38	3.331
16	32	280	600	481	32.05	0.4966	-1.986	602	487	0.3512	0.1748	Begin	End	280	280	15.38	3.331
17	34	280	600	481	34.05	0.4966	-1.986	602	487	0	0	Begin	End	280	280	15.38	3.331
18	36	280	600	481	36.03	0.4966	-1.986	602	487	0.2483	0.1247	Begin	End	280	280	15.38	3.331
19	38	280	601	480	38.03	0.4966	-2.483	602	486	0.8035	0.4018	Begin	End	280	280	15.38	3.331
20	40	280	604	484	40.03	1.49	-1.986	604	487	0.5552	0.2776	Begin	End	280	280	15.38	3.331
21	42	280	604	477	42.03	1.49	-1.986	604	487	0.3512	0.1756	Begin	End	280	280	15.38	3.331
22	44	280	605	475	44.03	1.986	-2.483	605	486	0.7023	0.3497	Begin	End	280	280	15.38	3.331
23	46	280	606	475	46.05	1.49	-2.98	604	485	0.5995	0.3009	Begin	End	280	280	15.38	3.331
24	48	280	605	475	48.01	0.9932	-2.98	603	485	0.4966	0.2494	Begin	End	280	280	15.38	3.331
25	50	280	607	476	50.03	1.49	-2.98	604	485	0.4966	0.2473	Begin	End	280	280	15.38	3.331
26	52	280	606	480	52.03	1.986	-2.98	605	485	0.2483	0.1236	Begin	End	280	280	15.38	3.331
27	54	280	609	476	54.05	1.986	-2.98	605	485	0.3512	0.1756	Begin	End	280	280	15.38	3.331
28	56	280	609	476	56.03	1.49	-2.483	604	486	0.7023	0.3541	Begin	End	280	280	15.38	3.331
29	58	280	609	476	58.01	1.986	-2.98	605	485	0.5995	0.2985	Begin	End	280	280	15.38	3.331
30	60	280	606	482	60.05	1.986	-2.483	605	486	0.5995	0.2973	Begin	End	280	280	15.38	3.331
31	62	280	604	482	62.05	1.49	-2.98	604	485	0.7023	0.3512	Begin	End	280	280	15.38	3.331
0	0	281	733	485	0	0	0	735	495	0	0	Begin	End	281	281	17.79	4.685
1	2	281	735	485	2.03	0	0	735	495	0.5552	0.2744	Begin	End	281	281	17.79	4.685
2	4	281	733	483	4.047	-0.4966	-0.9932	734	493	1.11	0.5529	Begin	End	281	281	17.79	4.685
3	6	281	733	482	6.047	-0.9932	-1.986	733	491	0.5552	0.2788	Begin	End	281	281	17.79	4.685
4	8	281	733	480	8.03	-0.9932	-1.986	733	491	0.3512	0.1763	Begin	End	281	281	17.79	4.685
5	10	281	734	482	10.03	-1.49	-2.483	732	490	0.7023	0.3497	Begin	End	281	281	17.79	4.685
6	12	281	732	482	12.05	-0.9932	-1.986	733	491	0.5995	0.2985	Begin	End	281	281	17.79	4.685
7	14	281	733	482	14.05	-0.9932	-2.483	733	490	0.4966	0.2494	Begin	End	281	281	17.79	4.685
8	16	281	734	484	16.03	-1.49	-2.483	732	490	0.4966	0.2483	Begin	End	281	281	17.79	4.685
9	18	281	730	497	18.05	-1.49	-1.986	732	491	0.2483	0.1247	Begin	End	281	281	17.79	4.685
10	20	281	729	498	20.01	-1.49	-1.986	732	491	0.2483	0.1236	Begin	End	281	281	17.79	4.685
11	22	281	730	497	22.06	-1.49	-2.483	732	490	0.2483	0.1242	Begin	End	281	281	17.79	4.685
12	24	281	734	482	24.01	-1.49	-2.483	732	490	0.3512	0.1756	Begin	End	281	281	17.79	4.685
13	26	281	734	483	26.06	-0.9932	-1.986	733	491	0.5995	0.2985	Begin	End	281	281	17.79	4.685
14	28	281	731	494	28.03	-0.9932	-2.483	733	490	0.5995	0.3023	Begin	End	281	281	17.79	4.685
15	30	281	735	480	30.03	-1.49	-2.98	732	489	0.5995	0.2985	Begin	End	281	281	17.79	4.685
16	32	281	731	488	32.05	-1.986	-2.98	731	489	0.7449	0.3709	Begin	End	281	281	17.79	4.685
17	34	281	732	490	34.05	-0.9932	-2.98	733	489	0.4966	0.2494	Begin	End	281	281	17.79	4.685
18	36	281	734	486	36.03	-0.9932	-2.98	733	489	0	0	Begin	End	281	281	17.79	4.685
19	38	281	736	480	38.03	-0.9932	-2.98	733	489	0.8953	0.4476	Begin	End	281	281	17.79	4.685
20	40	281	734	484	40.03	-1.986	-1.49	731	492	1.246	0.6232	Begin	End	281	281	17.79	4.685
21	42	281	732	487	42.03	-1.49	-1.986	732	491	0.3512	0.1756	Begin	End	281	281	17.79	4.685
22	44	281	733	486	44.03	-1.49	-1.986	732	491	0.5552	0.2764	Begin	End	281	281	17.79	4.685
23	46	281	734	483	46.05	-1.986	-0.9932	731	493	0.8035	0.4034	Begin	End	281	281	17.79	4.685
24	48	281	729	491	48.01	-2.483	-0.9932	730	493	0.4966	0.2494	Begin	End	281	281	17.79	4.685
25	50	281	729	495	50.03	-2.483	-0.4966	730	494	0.5995	0.2985	Begin	End	281	281	17.79	4.685
26	52	281	729	492	52.03	-1.986	-0.9932	731	493	1.246	0.6206	Begin	End	281	281	17.79	4.685
27	54	281	728	487	54.05	-3.476	-1.986	728	491	0.8953	0.4476	Begin	End	281	281	17.79	4.685
28	56	281	727	490	56.03	-3.476	-1.986	728	491	0.3512	0.177	Begin	End	281	281	17.79	4.685
29	58	281	727	490	58.01	-3.973	-1.49	727	492	0.5995	0.2985	Begin	End	281	281	17.79	4.685
30	60	281	726	492	60.05	-3.973	-1.986	727	491	0.4966	0.2463	Begin	End	281	281	17.79	4.685
31	62	281	726	492	62.05	-3.973	-2.483	727	490	0.4966	0.2483	Begin	End	281	281	17.79	4.685
0	0	282	446	489	0	0	0	451	492	0.4966	0.2446	Begin	End	282	282	12.48	2.221
1	2	282	445	489	2.03	-0.4966	0	450	492	0.4966	0.2454	Begin	End	282	282	12.48	2.221
2	4	282	447	491	4.047	0	0	451	492	0.9506	0.4733	Begin	End	282	282	12.48	2.221
3	6	282	445	490	6.047	-0.9932	-0.9932	449	490	0.9506	0.4773	Begin	End	282	282	12.48	2.221
4	8	282	446	491	8.03	-0.9932	-0.4966	449	491	0.2483	0.1247	Begin	End	282	282	12.48	2.221
5	10	282	446	491	10.03	-0.9932	-0.4966	449	491	0.2483	0.1236	Begin	End	282	282	12.48	2.221
6	12	282	446	490	12.05	-0.4966	-0.4966	450	491	0.7449	0.3709	Begin	End	282	282	12.48	2.221
7	14	282	446	492	14.05	-0.4966	0.4966	450	493	0.4966	0.2494	Begin	End	282	282	12.48	2.221
8	16	282	446	493	16.03	-0.4966	0.4966	450	493	0.3512	0.1756	Begin	End	282	282	12.48	2.221
9	18	282	449	494	18.05	0	0.9932	451	494	0.5995	0.3009	Begin	End	282	282	12.48	2.221
10	20	282	446	493	20.01	-0.4966	0.9932	450	494	0.5995	0.2985	Begin	End	282	282	12.48	2.221
11	22	282	445	491	22.06	0	0.4966	451	493	0.3512	0.1756	Begin	End	282	282	12.48	2.221
12	24	282	447	493	24.01	0	0.4966	451	493	0.2483	0.1242	Begin	End	282	282	12.48	2.221
13	26	282	446	494	26.06	0	0.9932	451	494	0.4966	0.2473	Begin	End	282	282	12.48	2.221
14	28	282	447	494	28.03	0	0.4966	451	493	0.8035	0.4052	Begin	End	282	282	12.48	2.221
15	30	282	447	495	30.03	0.4966	1.49	452	495	0.5552	0.2764	Begin	End	282	282	12.48	2.221
16	32	282	456	494	32.05	0.4966	1.49	452	495	0	0	Begin	End	282	282	12.48	2.221
17	34	282	456	494	34.05	0.4966	1.49	452	495	0	0	Begin	End	282	282	12.48	2.221
18	36	282	456	494	36.03	0.4966	1.49	452	495	0	0	Begin	End	282	282	12.48	2.221
19	38	282	448	496	38.03	0.4966	1.49	452	495	0.3512	0.1756	Begin	End	282	282	12.48	2.221
20	40	282	455	496	40.03	0.9932	1.986	453	496	0.5995	0.2997	Begin	End	282	282	12.48	2.221
21	42	282	447	496	42.03	0.4966	1.986	452	496	0.4966	0.2483	Begin	End	282	282	12.48	2.221
22	44	282	447	495	44.03	0.4966	1.49	452	495	0.2483	0.1236	Begin	End	282	282	12.48	2.221
23	46	282	456	494	46.05	0.4966	1.49	452	495	0.2483	0.1247	Begin	End	282	282	12.48	2.221
24	48	282	448	495	48.01	0.4966	0.9932	452	494	0.5995	0.301	Begin	End	282	282	12.48	2.221
25	50	282	457	494	50.03	0.9932	1.49	453	495	0.5995	0.2985	Begin	End	282	282	12.48	2.221
26	52	282	457	493	52.03	0.4966	1.49	452	495	0.2483	0.1236	Begin	End	282	282	12.48	2.221
27	54	282	456	495	54.05	0.4966	1.49	452	495	0	0	Begin	End	282	282	12.48	2.221
28	56	282	448	496	56.03	0.4966	1.49	452	495	0.3512	0.177	Begin	End	282	282	12.48	2.221
29	58	282	457	495	58.01	0.9932	1.986	453	496	0.3512	0.1748	Begin	End	282	282	12.48	2.221
30	60	282	455	496	60.05	0.9932	1.986	453	496	0	0	Begin	End	282	282	12.48	2.221
31	62	282	456	496	62.05	0.9932	1.986	453	496	0	0	Begin	End	282	282	12.48	2.221
0	0	285	507	495	0	0	0	509	499	0.4966	0.2446	Begin	End	285	285	23.84	3.331
1	2	285	504	490	2.03	0	-0.4966	509	498	0.5995	0.2963	Begin	End	285	285	23.84	3.331
2	4	285	509	493	4.047	0.4966	-0.9932	510	497	0.7023	0.3497	Begin	End	285	285	23.84	3.331
3	6	285	504	490	6.047	0	-0.4966	509	498	0.9064	0.4551	Begin	End	285	285	23.84	3.331
4	8	285	507	491	8.03	-0.4966	-1.49	508	496	0.9064	0.4551	Begin	End	285	285	23.84	3.331
5	10	285	504	489	10.03	0	-0.9932	509	497	1.053	0.5245	Begin	End	285	285	23.84	3.331
6	12	285	505	493	12.05	-0.9932	0	507	499	1.053	0.5245	Begin	End	285	285	23.84	3.331
7	14	285	503	492	14.05	-1.49	0.4966	506	500	0.3512	0.1763	Begin	End	285	285	23.84	3.331
8	16	285	502	492	16.03	-1.49	0.4966	506	500	0.5552	0.2776	Begin	End	285	285	23.84	3.331
9	18	285	501	491	18.05	-1.986	-0.4966	505	498	1.052	0.528	Begin	End	285	285	23.84	3.331
10	20	285	503	491	20.01	-0.9932	-0.4966	507	498	0.7449	0.3709	Begin	End	285	285	23.84	3.331
11	22	285	505	493	22.06	-0.9932	-0.9932	507	497	0.5995	0.2997	Begin	End	285	285	23.84	3.331
12	24	285	504	490	24.01	-1.49	-0.4966	506	498	0.5995	0.2997	Begin	End	285	285	23.84	3.331
13	26	285	502	488	26.06	-1.49	-0.9932	506	497	0.4966	0.2473	Begin	End	285	285	23.84	3.331
14	28	285	503	489	28.03	-0.9932	-0.9932	507	497	0.4966	0.2504	Begin	End	285	285	23.84	3.331
15	30	285	506	493	30.03	-0.9932	-1.49	507	496	0.9506	0.4733	Begin	End	285	285	23.84	3.331
16	32	285	509	496	32.05	0	-0.4966	509	498	1.488	0.7406	Begin	End	285	285	23.84	3.331
17	34	285	504	494	34.05	-1.49	0	506	499	0.7852	0.3943	Begin	End	285	285	23.84	3.331
18	36	285	501	491	36.03	-1.49	0	506	499	0.3512	0.1763	Begin	End	285	285	23.84	3.331
19	38	285	502	492	38.03	-0.9932	0.4966	507	500	0.8478	0.4239	Begin	End	285	285	23.84	3.331
20	40	285	501	493	40.03	-1.986	0.4966	505	500	0.7449	0.3725	Begin	End	285	285	23.84	3.331
21	42	285	501	493	42.03	-1.49	0.4966	506	500	0.7449	0.3725	Begin	End	285	285	23.84	3.331
22	44	285	503	494	44.03	-1.49	-0.4966	506	498	0.4966	0.2473	Begin	End	285	285	23.84	3.331
23	46	285	506	496	46.05	-1.49	-0.4966	506	498	0.2483	0.1247	Begin	End	285	285	23.84	3.331
24	48	285	506	495	48.01	-1.49	-0.9932	506	497	0.7449	0.374	Begin	End	285	285	23.84	3.331
25	50	285	506	493	50.03	-0.4966	-0.9932	508	497	1.282	0.6384	Begin	End	285	285	23.84	3.331
26	52	285	504	486	52.03	-0.9932	-2.483	507	494	1.282	0.6382	Begin	End	285	285	23.84	3.331
27	54	285	506	487	54.05	-0.9932	-3.476	507	492	1.052	0.5259	Begin	End	285	285	23.84	3.331
28	56	285	504	486	56.03	0	-2.98	509	493	0.8035	0.4051	Begin	End	285	285	23.84	3.331
29	58	285	508	488	58.01	0.4966	-2.98	510	493	0.5995	0.2985	Begin	End	285	285	23.84	3.331
30	60	285	505	486	60.05	0.9932	-3.476	511	492	0.7023	0.3483	Begin	End	285	285	23.84	3.331
31	62	285	504	487	62.05	1.49	-2.98	512	493	0.7023	0.3512	Begin	End	285	285	23.84	3.331
0	0	287	314	498	0	0	0	321	499	0.7023	0.346	Begin	End	287	287	17.77	4.272
1	2	287	314	496	2.03	0.4966	-0.4966	322	498	0.9064	0.4479	Begin	End	287	287	17.77	4.272
2	4	287	320	496	4.047	0	-1.49	321	496	0.8035	0.4001	Begin	End	287	287	17.77	4.272
3	6	287	325	496	6.047	0.4966	-1.49	322	496	0.5995	0.301	Begin	End	287	287	17.77	4.272
4	8	287	319	497	8.03	0	-0.9932	321	497	0.5995	0.301	Begin	End	287	287	17.77	4.272
5	10	287	320	498	10.03	0	-0.4966	321	498	0.4966	0.2473	Begin	End	287	287	17.77	4.272
6	12	287	322	499	12.05	0	0	321	499	0.2483	0.1236	Begin	End	287	287	17.77	4.272
7	14	287	320	499	14.05	0	0	321	499	0.3512	0.1763	Begin	End	287	287	17.77	4.272
8	16	287	326	499	16.03	0.4966	0.4966	322	500	0.9064	0.4532	Begin	End	287	287	17.77	4.272
9	18	287	316	497	18.05	0	-0.4966	321	498	0.9064	0.455	Begin	End	287	287	17.77	4.272
